Date,Open,High,Low,Close,Adj Close,Volume
2020-09-30 09:30:00-04:00,4.650000095367432,4.760000228881836,4.633500099182129,4.715000152587891,4.715000152587891,0
2020-09-30 10:30:00-04:00,4.715000152587891,4.730000019073486,4.670000076293945,4.695000171661377,4.695000171661377,411165
2020-09-30 11:30:00-04:00,4.690000057220459,4.702199935913086,4.670000076293945,4.690000057220459,4.690000057220459,338320
2020-09-30 12:30:00-04:00,4.690000057220459,4.690000057220459,4.614999771118164,4.639999866485596,4.639999866485596,585982
2020-09-30 13:30:00-04:00,4.650000095367432,4.659999847412109,4.619999885559082,4.629899978637695,4.629899978637695,593598
2020-09-30 14:30:00-04:00,4.625,4.635000228881836,4.579999923706055,4.59499979019165,4.59499979019165,514848
2020-09-30 15:30:00-04:00,4.59499979019165,4.610000133514404,4.579999923706055,4.590000152587891,4.590000152587891,534869
2020-10-01 09:30:00-04:00,4.590000152587891,4.639999866485596,4.519999980926514,4.539999961853027,4.539999961853027,1187514
2020-10-01 10:30:00-04:00,4.539999961853027,4.599999904632568,4.53000020980835,4.590000152587891,4.590000152587891,556750
2020-10-01 11:30:00-04:00,4.599999904632568,4.610000133514404,4.559999942779541,4.590000152587891,4.590000152587891,1009946
2020-10-01 12:30:00-04:00,4.590000152587891,4.619999885559082,4.570000171661377,4.599999904632568,4.599999904632568,308635
2020-10-01 13:30:00-04:00,4.600200176239014,4.614999771118164,4.590000152587891,4.614999771118164,4.614999771118164,365684
2020-10-01 14:30:00-04:00,4.610000133514404,4.619999885559082,4.590000152587891,4.590000152587891,4.590000152587891,502569
2020-10-01 15:30:00-04:00,4.599800109863281,4.599999904632568,4.570000171661377,4.585000038146973,4.585000038146973,931704
2020-10-02 09:30:00-04:00,4.489999771118164,4.5,4.369999885559082,4.468400001525879,4.468400001525879,2386195
2020-10-02 10:30:00-04:00,4.46999979019165,4.474999904632568,4.420000076293945,4.440000057220459,4.440000057220459,587252
2020-10-02 11:30:00-04:00,4.434999942779541,4.439300060272217,4.380000114440918,4.414999961853027,4.414999961853027,723389
2020-10-02 12:30:00-04:00,4.419899940490723,4.429999828338623,4.400000095367432,4.420000076293945,4.420000076293945,616826
2020-10-02 13:30:00-04:00,4.414999961853027,4.449999809265137,4.400000095367432,4.434999942779541,4.434999942779541,579441
2020-10-02 14:30:00-04:00,4.440000057220459,4.460000038146973,4.409999847412109,4.449999809265137,4.449999809265137,772297
2020-10-02 15:30:00-04:00,4.440000057220459,4.46999979019165,4.429999828338623,4.429999828338623,4.429999828338623,757211
2020-10-05 09:30:00-04:00,4.460000038146973,4.510000228881836,4.449999809265137,4.46999979019165,4.46999979019165,560896
2020-10-05 10:30:00-04:00,4.480000019073486,4.480000019073486,4.429999828338623,4.434999942779541,4.434999942779541,585473
2020-10-05 11:30:00-04:00,4.434999942779541,4.489999771118164,4.429999828338623,4.489999771118164,4.489999771118164,417477
2020-10-05 12:30:00-04:00,4.489999771118164,4.5,4.46999979019165,4.4899001121521,4.4899001121521,299618
2020-10-05 13:30:00-04:00,4.489999771118164,4.489999771118164,4.460000038146973,4.465000152587891,4.465000152587891,247599
2020-10-05 14:30:00-04:00,4.465000152587891,4.489999771118164,4.460000038146973,4.485000133514404,4.485000133514404,272743
2020-10-05 15:30:00-04:00,4.489999771118164,4.510000228881836,4.485000133514404,4.5,4.5,651435
2020-10-06 09:30:00-04:00,4.53000020980835,4.590000152587891,4.510000228881836,4.585000038146973,4.585000038146973,609168
2020-10-06 10:30:00-04:00,4.590000152587891,4.619999885559082,4.539999961853027,4.545000076293945,4.545000076293945,797403
2020-10-06 11:30:00-04:00,4.546000003814697,4.590000152587891,4.539999961853027,4.579999923706055,4.579999923706055,310936
2020-10-06 12:30:00-04:00,4.590000152587891,4.630000114440918,4.579999923706055,4.630000114440918,4.630000114440918,330723
2020-10-06 13:30:00-04:00,4.625,4.675000190734863,4.619999885559082,4.656700134277344,4.656700134277344,514365
2020-10-06 14:30:00-04:00,4.65500020980835,4.679999828338623,4.5320000648498535,4.554999828338623,4.554999828338623,786104
2020-10-06 15:30:00-04:00,4.554999828338623,4.590000152587891,4.539999961853027,4.550000190734863,4.550000190734863,538837
2020-10-07 09:30:00-04:00,4.599999904632568,4.639999866485596,4.53000020980835,4.537799835205078,4.537799835205078,497973
2020-10-07 10:30:00-04:00,4.53000020980835,4.554999828338623,4.519999980926514,4.545000076293945,4.545000076293945,456488
2020-10-07 11:30:00-04:00,4.546999931335449,4.590000152587891,4.545000076293945,4.565000057220459,4.565000057220459,252561
2020-10-07 12:30:00-04:00,4.565000057220459,4.579999923706055,4.559999942779541,4.579999923706055,4.579999923706055,114563
2020-10-07 13:30:00-04:00,4.579999923706055,4.590000152587891,4.559999942779541,4.574999809265137,4.574999809265137,213524
2020-10-07 14:30:00-04:00,4.579999923706055,4.590000152587891,4.554999828338623,4.577499866485596,4.577499866485596,247224
2020-10-07 15:30:00-04:00,4.590000152587891,4.590000152587891,4.570000171661377,4.570000171661377,4.570000171661377,307839
2020-10-08 09:30:00-04:00,4.599999904632568,4.639900207519531,4.539999961853027,4.545000076293945,4.545000076293945,424070
2020-10-08 10:30:00-04:00,4.550000190734863,4.599699974060059,4.545000076293945,4.570000171661377,4.570000171661377,254797
2020-10-08 11:30:00-04:00,4.569900035858154,4.590000152587891,4.550000190734863,4.579999923706055,4.579999923706055,317955
2020-10-08 12:30:00-04:00,4.577600002288818,4.579999923706055,4.559999942779541,4.568399906158447,4.568399906158447,161829
2020-10-08 13:30:00-04:00,4.559999942779541,4.579999923706055,4.559999942779541,4.579999923706055,4.579999923706055,217384
2020-10-08 14:30:00-04:00,4.579999923706055,4.590000152587891,4.570000171661377,4.590000152587891,4.590000152587891,243033
2020-10-08 15:30:00-04:00,4.585000038146973,4.619999885559082,4.579999923706055,4.599999904632568,4.599999904632568,457012
2020-10-09 09:30:00-04:00,4.619999885559082,4.650000095367432,4.610000133514404,4.619999885559082,4.619999885559082,460587
2020-10-09 10:30:00-04:00,4.619999885559082,4.690000057220459,4.619999885559082,4.675000190734863,4.675000190734863,520526
2020-10-09 11:30:00-04:00,4.679999828338623,4.699999809265137,4.670000076293945,4.671000003814697,4.671000003814697,356007
2020-10-09 12:30:00-04:00,4.6722002029418945,4.690000057220459,4.670000076293945,4.684999942779541,4.684999942779541,101075
2020-10-09 13:30:00-04:00,4.690000057220459,4.717800140380859,4.670000076293945,4.710000038146973,4.710000038146973,380360
2020-10-09 14:30:00-04:00,4.715000152587891,4.730000019073486,4.710000038146973,4.715000152587891,4.715000152587891,313580
2020-10-09 15:30:00-04:00,4.715000152587891,4.739999771118164,4.710000038146973,4.739999771118164,4.739999771118164,433440
2020-10-12 09:30:00-04:00,4.75,4.829999923706055,4.75,4.772200107574463,4.772200107574463,662448
2020-10-12 10:30:00-04:00,4.78000020980835,4.800000190734863,4.769999980926514,4.789999961853027,4.789999961853027,159070
2020-10-12 11:30:00-04:00,4.789999961853027,4.800000190734863,4.760000228881836,4.784999847412109,4.784999847412109,434466
2020-10-12 12:30:00-04:00,4.789999961853027,4.809999942779541,4.775000095367432,4.784999847412109,4.784999847412109,361001
2020-10-12 13:30:00-04:00,4.789999961853027,4.789999961853027,4.75,4.755000114440918,4.755000114440918,215774
2020-10-12 14:30:00-04:00,4.75,4.775000095367432,4.744999885559082,4.760000228881836,4.760000228881836,166140
2020-10-12 15:30:00-04:00,4.757599830627441,4.760000228881836,4.739999771118164,4.75,4.75,221286
2020-10-13 09:30:00-04:00,4.75,5.179999828338623,4.75,5.15500020980835,5.15500020980835,3606968
2020-10-13 10:30:00-04:00,5.150000095367432,5.230000019073486,5.079999923706055,5.210000038146973,5.210000038146973,2204760
2020-10-13 11:30:00-04:00,5.210100173950195,5.230000019073486,5.099999904632568,5.154600143432617,5.154600143432617,1527460
2020-10-13 12:30:00-04:00,5.159999847412109,5.210000038146973,5.150100231170654,5.184999942779541,5.184999942779541,828731
2020-10-13 13:30:00-04:00,5.190000057220459,5.210000038146973,5.119999885559082,5.130000114440918,5.130000114440918,742131
2020-10-13 14:30:00-04:00,5.125,5.150000095367432,5.099999904632568,5.144999980926514,5.144999980926514,641865
2020-10-13 15:30:00-04:00,5.144999980926514,5.150000095367432,5.130000114440918,5.139999866485596,5.139999866485596,1030992
2020-10-14 09:30:00-04:00,5.150000095367432,5.210000038146973,5.071400165557861,5.133900165557861,5.133900165557861,1289060
2020-10-14 10:30:00-04:00,5.133500099182129,5.25,5.119999885559082,5.239999771118164,5.239999771118164,925830
2020-10-14 11:30:00-04:00,5.235000133514404,5.239999771118164,5.059999942779541,5.079999923706055,5.079999923706055,1086760
2020-10-14 12:30:00-04:00,5.090000152587891,5.099999904632568,5.034999847412109,5.050000190734863,5.050000190734863,562700
2020-10-14 13:30:00-04:00,5.04010009765625,5.090000152587891,5.021500110626221,5.054999828338623,5.054999828338623,397525
2020-10-14 14:30:00-04:00,5.054999828338623,5.090000152587891,5.03000020980835,5.070000171661377,5.070000171661377,290570
2020-10-14 15:30:00-04:00,5.070000171661377,5.099999904632568,5.064899921417236,5.079999923706055,5.079999923706055,550086
2020-10-15 09:30:00-04:00,4.980000019073486,5.15310001373291,4.96999979019165,5.050000190734863,5.050000190734863,1137007
2020-10-15 10:30:00-04:00,5.052199840545654,5.09499979019165,5.041500091552734,5.079999923706055,5.079999923706055,333103
