Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,11.700000,11.820000,11.040000,11.260000,10.744036,4601900
2019-08-02,11.200000,11.640000,11.080000,11.620000,11.087539,2870100
2019-08-05,11.430000,11.480000,10.890000,11.100000,10.591367,2861200
2019-08-06,11.160000,11.410000,11.000000,11.320000,10.801286,1790500
2019-08-07,11.100000,11.450000,10.920000,11.350000,10.829910,3239700
2019-08-08,12.150000,12.490000,11.450000,12.010000,11.459668,8409000
2019-08-09,11.970000,12.360000,11.800000,12.180000,11.621879,3552100
2019-08-12,12.120000,12.400000,11.600000,11.760000,11.221124,2391800
2019-08-13,11.720000,12.260000,11.550000,11.670000,11.135247,3037700
2019-08-14,11.480000,11.500000,10.740000,10.750000,10.257404,3809600
2019-08-15,10.700000,10.860000,10.460000,10.840000,10.343281,2098000
2019-08-16,10.950000,11.300000,10.900000,11.150000,10.639075,1882300
2019-08-19,11.400000,11.640000,11.240000,11.390000,10.868079,1562300
2019-08-20,11.380000,11.540000,11.260000,11.340000,10.820370,1253500
2019-08-21,11.400000,11.570000,11.230000,11.410000,10.887162,1652900
2019-08-22,11.440000,11.600000,11.230000,11.510000,10.982579,2147700
2019-08-23,11.420000,11.470000,10.870000,11.010000,10.505490,3099100
2019-08-26,11.120000,11.380000,11.030000,11.310000,10.791744,1420900
2019-08-27,11.370000,11.370000,10.740000,10.860000,10.362364,2628400
2019-08-28,10.810000,11.310000,10.610000,11.250000,10.734493,1529200
2019-08-29,11.360000,11.500000,11.240000,11.300000,10.782202,1437400
2019-08-30,11.330000,11.390000,11.000000,11.110000,10.600909,1813100
2019-09-03,11.190000,11.470000,10.970000,11.400000,10.877620,2483100
2019-09-04,11.530000,11.800000,11.430000,11.710000,11.173415,1983500
2019-09-05,11.910000,12.060000,11.800000,12.020000,11.469211,2390000
2019-09-06,11.820000,11.970000,11.500000,11.520000,11.178113,1692600
2019-09-09,11.570000,11.760000,11.360000,11.680000,11.333365,1895800
2019-09-10,11.650000,11.790000,11.470000,11.650000,11.304255,1936300
2019-09-11,11.660000,11.870000,11.470000,11.740000,11.391583,1436300
2019-09-12,11.740000,11.870000,11.520000,11.700000,11.352771,1697500
2019-09-13,11.800000,11.980000,11.670000,11.960000,11.605055,1654500
2019-09-16,11.850000,12.130000,11.820000,11.910000,11.556539,1572200
2019-09-17,11.890000,11.900000,11.320000,11.490000,11.149003,2098900
2019-09-18,11.480000,11.540000,11.080000,11.170000,10.838500,1939000
2019-09-19,11.170000,11.230000,10.740000,10.770000,10.450372,2771100
2019-09-20,10.760000,11.150000,10.620000,10.850000,10.527998,2292800
2019-09-23,10.800000,10.920000,10.440000,10.720000,10.401855,2234500
2019-09-24,10.800000,10.910000,10.620000,10.710000,10.392153,1563900
2019-09-25,10.710000,11.140000,10.580000,10.810000,10.489184,1883300
2019-09-26,10.810000,10.950000,10.500000,10.820000,10.498887,1938200
2019-09-27,10.870000,11.050000,10.680000,10.780000,10.460074,956000
2019-09-30,10.820000,10.970000,10.650000,10.700000,10.382448,1297100
2019-10-01,10.750000,10.950000,10.600000,10.620000,10.304823,1288400
2019-10-02,10.540000,10.550000,9.900000,10.220000,9.916694,2197500
2019-10-03,10.140000,10.180000,9.810000,9.930000,9.635301,2782000
2019-10-04,9.950000,10.040000,9.650000,9.820000,9.528564,2521300
2019-10-07,9.720000,9.960000,9.660000,9.780000,9.489753,1493100
2019-10-08,9.700000,9.910000,9.430000,9.830000,9.538269,2391800
2019-10-09,9.870000,9.870000,9.050000,9.390000,9.111327,4617100
2019-10-10,9.360000,9.420000,9.120000,9.160000,8.888152,2106900
2019-10-11,9.280000,9.500000,9.190000,9.220000,8.946372,2172700
2019-10-14,9.180000,9.250000,8.780000,8.950000,8.684385,2675200
2019-10-15,9.050000,9.490000,8.970000,9.170000,8.897856,4099100
2019-10-16,9.220000,9.550000,9.220000,9.340000,9.062810,2323600
2019-10-17,9.370000,9.400000,9.150000,9.340000,9.062810,1669500
2019-10-18,9.320000,9.450000,9.200000,9.360000,9.082216,1763900
2019-10-21,9.430000,9.540000,9.180000,9.220000,8.946372,1804800
2019-10-22,9.210000,9.910000,9.190000,9.760000,9.470345,2210100
2019-10-23,9.820000,10.140000,9.720000,9.870000,9.577082,2828100
2019-10-24,9.900000,9.930000,9.330000,9.600000,9.315094,2546900
2019-10-25,9.580000,9.810000,9.380000,9.720000,9.431533,1570900
2019-10-28,9.780000,10.060000,9.750000,9.910000,9.615893,1195000
2019-10-29,9.900000,9.960000,9.740000,9.810000,9.518862,1227400
2019-10-30,9.780000,9.790000,9.210000,9.400000,9.121030,2826400
2019-10-31,9.490000,9.540000,9.200000,9.370000,9.091920,1881300
2019-11-01,9.450000,9.840000,9.330000,9.620000,9.334500,2177100
2019-11-04,9.740000,9.800000,9.490000,9.750000,9.460643,2042200
2019-11-05,9.790000,10.090000,9.760000,9.780000,9.489753,2287700
2019-11-06,9.790000,9.860000,9.560000,9.690000,9.402422,1760500
2019-11-07,9.940000,10.350000,9.120000,9.240000,8.965777,5583600
2019-11-08,9.370000,9.730000,9.240000,9.620000,9.334500,2382500
2019-11-11,9.550000,9.670000,9.270000,9.540000,9.256875,1642800
2019-11-12,9.540000,9.620000,9.280000,9.280000,9.004591,2388300
2019-11-13,9.250000,9.280000,8.540000,8.800000,8.538836,6797100
2019-11-14,8.770000,9.010000,8.670000,8.880000,8.616463,3248900
2019-11-15,8.980000,8.990000,8.710000,8.760000,8.500024,3221300
2019-11-18,8.750000,8.790000,8.220000,8.470000,8.218631,7317300
2019-11-19,8.650000,9.050000,8.400000,8.470000,8.218631,5931000
2019-11-20,8.490000,8.490000,8.110000,8.130000,7.888721,4155800
2019-11-21,8.140000,8.330000,7.870000,7.940000,7.704359,4393200
2019-11-22,7.960000,8.060000,7.470000,7.960000,7.723765,5706200
2019-11-25,8.080000,8.450000,8.050000,8.380000,8.131302,3560400
2019-11-26,8.400000,8.400000,7.900000,7.900000,7.665546,4773400
2019-11-27,8.000000,8.650000,8.000000,8.430000,8.179817,5745500
2019-11-29,8.260000,8.400000,8.080000,8.180000,8.130122,2408200
2019-12-02,8.240000,8.710000,8.220000,8.670000,8.617134,4166700
2019-12-03,8.570000,8.580000,8.210000,8.270000,8.219574,3652300
2019-12-04,8.300000,8.320000,7.880000,7.930000,7.881646,4293000
2019-12-05,7.950000,8.020000,7.770000,7.870000,7.822012,2747300
2019-12-06,7.880000,8.150000,7.880000,8.050000,8.000915,1573400
2019-12-09,8.030000,8.270000,7.840000,8.230000,8.179816,1879200
2019-12-10,8.190000,8.410000,8.090000,8.100000,8.050611,2441700
2019-12-11,8.060000,8.180000,8.010000,8.160000,8.110244,1697900
2019-12-12,8.250000,8.440000,8.180000,8.300000,8.249391,2407800
2019-12-13,8.300000,8.410000,8.190000,8.220000,8.169878,1382500
2019-12-16,8.450000,8.780000,8.350000,8.350000,8.299086,4786200
2019-12-17,8.350000,8.400000,8.080000,8.120000,8.070488,3584200
2019-12-18,7.780000,8.130000,7.660000,7.960000,7.911463,4392500
2019-12-19,7.960000,8.000000,7.680000,7.800000,7.752439,5490100
2019-12-20,7.820000,7.960000,7.720000,7.730000,7.682866,4218500
2019-12-23,7.730000,7.750000,7.310000,7.320000,7.275366,6556400
2019-12-24,7.470000,7.670000,7.430000,7.510000,7.464208,3618200
2019-12-26,7.550000,7.560000,7.320000,7.340000,7.295244,3305800
2019-12-27,7.300000,7.400000,7.200000,7.300000,7.255488,3910500
2019-12-30,7.310000,7.420000,7.230000,7.240000,7.195854,3371000
2019-12-31,7.240000,7.300000,7.150000,7.240000,7.195854,3279000
2020-01-02,7.300000,7.560000,7.230000,7.460000,7.414512,4545900
2020-01-03,7.450000,7.600000,7.310000,7.320000,7.275366,2218000
2020-01-06,7.250000,7.300000,7.110000,7.120000,7.076585,2903400
2020-01-07,7.110000,7.200000,7.000000,7.130000,7.086524,3205300
2020-01-08,7.110000,7.150000,6.610000,6.620000,6.579634,6557000
2020-01-09,6.660000,6.680000,6.350000,6.460000,6.420610,6794300
2020-01-10,6.440000,6.670000,6.410000,6.470000,6.430549,5203600
2020-01-13,6.500000,6.640000,6.420000,6.560000,6.520000,2836800
2020-01-14,6.550000,6.960000,6.450000,6.850000,6.808232,2713100
2020-01-15,6.850000,7.340000,6.800000,7.110000,7.066647,4660300
2020-01-16,7.190000,7.440000,7.190000,7.330000,7.285305,3350400
2020-01-17,7.360000,7.380000,7.130000,7.280000,7.235610,2016900
2020-01-21,7.260000,7.320000,7.150000,7.180000,7.136220,1831400
2020-01-22,7.210000,7.220000,6.930000,6.970000,6.927500,2716900
2020-01-23,6.930000,7.000000,6.680000,6.800000,6.758537,2029300
2020-01-24,6.760000,6.800000,6.600000,6.740000,6.698902,2282800
2020-01-27,6.510000,6.540000,6.250000,6.360000,6.321219,3163600
2020-01-28,6.350000,6.800000,6.290000,6.790000,6.748598,2094700
2020-01-29,6.860000,6.890000,6.690000,6.770000,6.728720,1438200
2020-01-30,6.620000,6.880000,6.460000,6.840000,6.798293,1640600
2020-01-31,6.810000,6.870000,6.500000,6.520000,6.480244,1883300
2020-02-03,6.500000,6.590000,6.410000,6.450000,6.410671,1405700
2020-02-04,6.460000,6.690000,6.390000,6.650000,6.609451,2004400
2020-02-05,6.720000,7.100000,6.690000,7.000000,6.957317,2167200
2020-02-06,7.030000,7.130000,6.730000,6.750000,6.708841,2713400
2020-02-07,6.700000,6.750000,6.540000,6.550000,6.510061,2063000
2020-02-10,6.550000,6.830000,6.470000,6.790000,6.748598,1360300
2020-02-11,6.800000,6.980000,6.650000,6.940000,6.897683,1568500
2020-02-12,6.930000,7.080000,6.820000,6.860000,6.818171,1922100
2020-02-13,6.750000,7.080000,6.720000,7.000000,6.957317,1553400
2020-02-14,7.010000,7.190000,6.880000,7.100000,7.056707,1706000
2020-02-18,7.090000,7.250000,7.030000,7.040000,6.997073,2142800
2020-02-19,7.100000,7.440000,7.060000,7.310000,7.265427,2308500
